bench, mem, temp, row_size, row_count, col_width, perf_l1_total,
q1_new, r, h, 64, 32768, 16, 1311114,
q1_new, d, -, 64, 32768, 16, 1509503,
q1_new, c, -, 64, 32768, 16, 788189,
q1_new, r, c, 64, 32768, 16, 1312525,
q1_new, r, h, 64, 32768, 16, 1311117,
q1_new, d, -, 64, 32768, 16, 1509055,
q1_new, c, -, 64, 32768, 16, 788182,
q1_new, r, c, 64, 32768, 16, 1312490,
q1_new, r, h, 64, 32768, 16, 1312273,
q1_new, d, -, 64, 32768, 16, 1509047,
q1_new, c, -, 64, 32768, 16, 786825,
